"positionId","warehouse","product","eventTime"
"4651","W-2","P-99","1543976446178"
"4652","W-3","P-76","1543966585307"
"4653","W-4","P-97","1543961082769"
"4654","W-5","P-55","1544006206776"
"4655","W-6","P-79","1543954229180"
"4656","W-7","P-1","1543951167323"
"4657","W-8","P-89","1544015963828"
"4658","W-9","P-51","1543959863449"
"4659","W-10","P-73","1543996796994"
"4660","W-11","P-71","1543979945569"
"4661","W-12","P-34","1543972743754"
"4662","W-13","P-54","1544017645998"
"4663","W-14","P-50","1544003745775"
"4664","W-15","P-9","1543969401301"
"4665","W-16","P-16","1544012216243"
"4666","W-17","P-45","1543976487590"
"4667","W-18","P-3","1544026030145"
"4668","W-19","P-67","1544025166915"
"4669","W-20","P-35","1544024013408"
"4670","W-21","P-11","1543941550967"
"4671","W-22","P-32","1543960885648"
"4672","W-23","P-2","1543978006139"
"4673","W-24","P-51","1543999314084"
"4674","W-25","P-87","1543971916796"
"4675","W-26","P-91","1543998992502"
"4676","W-27","P-41","1543943742150"
"4677","W-28","P-31","1543976875460"
"4678","W-29","P-88","1543957348070"
"4679","W-30","P-99","1543955299228"
"4680","W-31","P-43","1543951173466"
"4681","W-32","P-20","1543996577785"
"4682","W-33","P-4","1543965762417"
"4683","W-34","P-10","1543980677580"
"4684","W-35","P-29","1543993350804"
"4685","W-36","P-74","1543973482699"
"4686","W-37","P-43","1543987483448"
"4687","W-38","P-73","1544014925847"
"4688","W-39","P-60","1543980249966"
"4689","W-40","P-9","1543970847774"
"4690","W-41","P-76","1544003562335"
"4691","W-42","P-63","1544010656184"
"4692","W-43","P-71","1544000143351"
"4693","W-44","P-68","1544026193215"
"4694","W-45","P-39","1543999177892"
"4695","W-46","P-54","1543985563612"
"4696","W-47","P-60","1544024931940"
"4697","W-48","P-18","1544016587661"
"4698","W-49","P-21","1543978963667"
"4699","W-50","P-1","1543994844283"
"4700","W-1","P-95","1543957421586"
"4701","W-2","P-79","1543964229291"
"4702","W-3","P-44","1544011150984"
"4703","W-4","P-38","1543956499413"
"4704","W-5","P-10","1543951790821"
"4705","W-6","P-47","1543984716434"
"4706","W-7","P-69","1543995804793"
"4707","W-8","P-7","1543951282483"
"4708","W-9","P-99","1544016436496"
"4709","W-10","P-91","1544018442182"
"4710","W-11","P-65","1543993395249"
"4711","W-12","P-27","1543953915553"
"4712","W-13","P-51","1544021046878"
"4713","W-14","P-56","1543979083173"
"4714","W-15","P-88","1543961192090"
"4715","W-16","P-7","1543943326395"
"4716","W-17","P-55","1544013603830"
"4717","W-18","P-82","1543953766127"
"4718","W-19","P-26","1544013098852"
"4719","W-20","P-65","1543990744938"
"4720","W-21","P-54","1543968134746"
"4721","W-22","P-27","1544023132666"
"4722","W-23","P-78","1544017970467"
"4723","W-24","P-15","1544012866360"
"4724","W-25","P-69","1544017668101"
"4725","W-26","P-15","1543990883572"
"4726","W-27","P-72","1543986151684"
"4727","W-28","P-54","1543966964122"
"4728","W-29","P-13","1543966745342"
"4729","W-30","P-54","1543998222716"
"4730","W-31","P-40","1543946263672"
"4731","W-32","P-92","1543999626453"
"4732","W-33","P-79","1544019371176"
"4733","W-34","P-15","1543959174267"
"4734","W-35","P-49","1543979880980"
"4735","W-36","P-21","1544018958611"
"4736","W-37","P-56","1544015099137"
"4737","W-38","P-46","1544013288920"
"4738","W-39","P-100","1544005862032"
"4739","W-40","P-47","1543966358034"
"4740","W-41","P-15","1543994786441"
"4741","W-42","P-17","1543946337002"
"4742","W-43","P-39","1543981144797"
"4743","W-44","P-12","1543996119502"
"4744","W-45","P-37","1543996158108"
"4745","W-46","P-56","1544004761967"
"4746","W-47","P-2","1543950172807"
"4747","W-48","P-33","1544014219370"
"4748","W-49","P-76","1544008462764"
"4749","W-50","P-97","1543962433046"
"4750","W-1","P-46","1544026394203"
"4751","W-2","P-18","1543998119885"
"4752","W-3","P-15","1543947264145"
"4753","W-4","P-99","1543972763914"
"4754","W-5","P-45","1544014620630"
"4755","W-6","P-79","1543956872494"
"4756","W-7","P-72","1543964832834"
"4757","W-8","P-93","1543991684328"
"4758","W-9","P-22","1544008712904"
"4759","W-10","P-72","1544008994467"
"4760","W-11","P-11","1544024279902"
"4761","W-12","P-32","1543991320588"
"4762","W-13","P-77","1543952107106"
"4763","W-14","P-20","1544011114646"
"4764","W-15","P-45","1543980035645"
"4765","W-16","P-87","1543973665256"
"4766","W-17","P-78","1544018961379"
"4767","W-18","P-88","1543995915291"
"4768","W-19","P-44","1543944102630"
"4769","W-20","P-34","1544019246144"
"4770","W-21","P-88","1544008820217"
"4771","W-22","P-50","1543940295992"
"4772","W-23","P-73","1543950139476"
"4773","W-24","P-8","1544015379638"
"4774","W-25","P-1","1543966930108"
"4775","W-26","P-89","1544000394612"
"4776","W-27","P-37","1544021967792"
"4777","W-28","P-82","1543985523181"
"4778","W-29","P-26","1543984047202"
"4779","W-30","P-32","1544005987931"
"4780","W-31","P-89","1543941618674"
"4781","W-32","P-20","1543964757046"
"4782","W-33","P-7","1543982543188"
"4783","W-34","P-50","1543987852644"
"4784","W-35","P-3","1543996537752"
"4785","W-36","P-32","1543999233575"
"4786","W-37","P-31","1543980045855"
"4787","W-38","P-75","1544006396813"
"4788","W-39","P-13","1543956554787"
"4789","W-40","P-24","1543947330965"
"4790","W-41","P-3","1544012728237"
"4791","W-42","P-82","1543984629044"
"4792","W-43","P-27","1543940247348"
"4793","W-44","P-13","1543980897326"
"4794","W-45","P-68","1544016863475"
"4795","W-46","P-76","1543949737183"
"4796","W-47","P-79","1544022015469"
"4797","W-48","P-69","1543958087103"
"4798","W-49","P-13","1544026151574"
"4799","W-50","P-29","1544020754631"
"4800","W-1","P-71","1543986457276"
"4801","W-2","P-23","1544018205655"
"4802","W-3","P-29","1543994725628"
"4803","W-4","P-39","1543999065916"
"4804","W-5","P-65","1543972076737"
"4805","W-6","P-41","1544024838407"
"4806","W-7","P-35","1543991376954"
"4807","W-8","P-38","1543954394612"
"4808","W-9","P-93","1543994165480"
"4809","W-10","P-10","1543994936989"
"4810","W-11","P-68","1543973275865"
"4811","W-12","P-45","1543976916859"
"4812","W-13","P-93","1543975128844"
"4813","W-14","P-40","1543943184016"
"4814","W-15","P-81","1544001026384"
"4815","W-16","P-75","1543960252800"
"4816","W-17","P-90","1544021868122"
"4817","W-18","P-39","1543974359146"
"4818","W-19","P-42","1544021189421"
"4819","W-20","P-11","1543950109859"
"4820","W-21","P-74","1543971614350"
"4821","W-22","P-18","1543945793679"
"4822","W-23","P-34","1543945669522"
"4823","W-24","P-16","1544023649442"
"4824","W-25","P-29","1543943612289"
"4825","W-26","P-4","1543999901266"
"4826","W-27","P-23","1543957162436"
"4827","W-28","P-65","1543994620507"
"4828","W-29","P-42","1544006041410"
"4829","W-30","P-60","1543959322543"
"4830","W-31","P-8","1543952632832"
"4831","W-32","P-52","1543983847159"
"4832","W-33","P-71","1543971569376"
"4833","W-34","P-75","1543976264891"
"4834","W-35","P-87","1544009054927"
"4835","W-36","P-1","1543963423487"
"4836","W-37","P-46","1543980257293"
"4837","W-38","P-12","1544008648046"
"4838","W-39","P-82","1543980842898"
"4839","W-40","P-34","1544007107573"
"4840","W-41","P-55","1543969835304"
"4841","W-42","P-39","1543985615235"
"4842","W-43","P-38","1544000470996"
"4843","W-44","P-25","1544013914720"
"4844","W-45","P-47","1543993731165"
"4845","W-46","P-12","1544009597000"
"4846","W-47","P-35","1544018827107"
"4847","W-48","P-67","1543953611682"
"4848","W-49","P-22","1543982276185"
"4849","W-50","P-77","1543946717984"
"4850","W-1","P-53","1544025503202"
"4851","W-2","P-11","1543983039413"
"4852","W-3","P-63","1543953072757"
"4853","W-4","P-70","1543944353235"
"4854","W-5","P-30","1543945281558"
"4855","W-6","P-13","1544011026483"
"4856","W-7","P-37","1543991391705"
"4857","W-8","P-46","1543971036924"
"4858","W-9","P-87","1543964582811"
"4859","W-10","P-36","1544017268442"
"4860","W-11","P-67","1544019515317"
"4861","W-12","P-96","1544005136606"
"4862","W-13","P-39","1543959702224"
"4863","W-14","P-72","1543965459312"
"4864","W-15","P-35","1544004791239"
"4865","W-16","P-14","1544002013410"
"4866","W-17","P-80","1544020048854"
"4867","W-18","P-49","1543945949716"
"4868","W-19","P-80","1543982635386"
"4869","W-20","P-58","1543982386411"
"4870","W-21","P-10","1544021835522"
"4871","W-22","P-8","1543965704915"
"4872","W-23","P-60","1544000047435"
"4873","W-24","P-93","1543971021050"
"4874","W-25","P-40","1543948968258"
"4875","W-26","P-96","1543990373430"
"4876","W-27","P-82","1543961467710"
"4877","W-28","P-85","1544022462769"
"4878","W-29","P-36","1544009496633"
"4879","W-30","P-2","1544014026195"
"4880","W-31","P-77","1544021178043"
"4881","W-32","P-8","1543979562066"
"4882","W-33","P-25","1543975756472"
"4883","W-34","P-95","1543995718670"
"4884","W-35","P-86","1544011490164"
"4885","W-36","P-6","1543960081712"
"4886","W-37","P-92","1544008165228"
"4887","W-38","P-71","1544023366596"
"4888","W-39","P-84","1544022483688"
"4889","W-40","P-39","1543994976873"
"4890","W-41","P-3","1543991617578"
"4891","W-42","P-27","1544012180300"
"4892","W-43","P-40","1544019453079"
"4893","W-44","P-19","1543952964981"
"4894","W-45","P-2","1544013683440"
"4895","W-46","P-69","1543988819281"
"4896","W-47","P-25","1543954030012"
"4897","W-48","P-11","1543977885792"
"4898","W-49","P-24","1544010994394"
"4899","W-50","P-23","1544018317558"
"4900","W-1","P-68","1544005520382"
"4901","W-2","P-61","1544014034413"
"4902","W-3","P-64","1543954609044"
"4903","W-4","P-11","1543951412520"
"4904","W-5","P-11","1544014916658"
"4905","W-6","P-25","1543972309972"
"4906","W-7","P-1","1543973686573"
"4907","W-8","P-95","1543983663186"
"4908","W-9","P-85","1544010409223"
"4909","W-10","P-46","1544012578385"
"4910","W-11","P-78","1543958207121"
"4911","W-12","P-62","1543946186785"
"4912","W-13","P-35","1543982471631"
"4913","W-14","P-17","1543949755449"
"4914","W-15","P-56","1543961083192"
"4915","W-16","P-66","1543982690798"
"4916","W-17","P-1","1544023357736"
"4917","W-18","P-83","1543991679255"
"4918","W-19","P-58","1543975908358"
"4919","W-20","P-62","1543965953467"
"4920","W-21","P-89","1544015134763"
"4921","W-22","P-42","1544009664769"
"4922","W-23","P-36","1544015406858"
"4923","W-24","P-34","1544007053859"
"4924","W-25","P-86","1543977247054"
"4925","W-26","P-17","1543952992215"
"4926","W-27","P-92","1543987029729"
"4927","W-28","P-97","1543972851170"
"4928","W-29","P-21","1543972277529"
"4929","W-30","P-46","1543976820178"
"4930","W-31","P-64","1543990091162"
"4931","W-32","P-70","1543973318225"
"4932","W-33","P-16","1543986930683"
"4933","W-34","P-1","1543999724863"
"4934","W-35","P-76","1543969575007"
"4935","W-36","P-86","1543962650409"
"4936","W-37","P-84","1544022222581"
"4937","W-38","P-3","1544021701483"
"4938","W-39","P-90","1543958787825"
"4939","W-40","P-73","1543960962511"
"4940","W-41","P-54","1543986076980"
"4941","W-42","P-43","1543950942832"
"4942","W-43","P-23","1543963253398"
"4943","W-44","P-5","1543951202107"
"4944","W-45","P-32","1543947288519"
"4945","W-46","P-72","1544006009522"
"4946","W-47","P-27","1543970855945"
"4947","W-48","P-11","1543955066545"
"4948","W-49","P-54","1544008630046"
"4949","W-50","P-10","1543941924502"
"4950","W-1","P-70","1544005105117"
"4951","W-2","P-62","1544022470271"
"4952","W-3","P-91","1543977626497"
"4953","W-4","P-23","1543998933841"
"4954","W-5","P-45","1543943654566"
"4955","W-6","P-94","1543988932716"
"4956","W-7","P-34","1543967422423"
"4957","W-8","P-96","1544001424181"
"4958","W-9","P-95","1543975386731"
"4959","W-10","P-49","1543963228091"
"4960","W-11","P-52","1544005693616"
"4961","W-12","P-38","1543986533489"
"4962","W-13","P-52","1543961626336"
"4963","W-14","P-43","1543994752334"
"4964","W-15","P-66","1544010003720"
"4965","W-16","P-21","1543940658135"
"4966","W-17","P-41","1543953388052"
"4967","W-18","P-39","1543966751523"
"4968","W-19","P-1","1544007528816"
"4969","W-20","P-72","1544013625933"
"4970","W-21","P-22","1543940683629"
"4971","W-22","P-76","1543960120877"
"4972","W-23","P-69","1544009596656"
"4973","W-24","P-58","1543977104577"
"4974","W-25","P-32","1543953355760"
"4975","W-26","P-23","1543960623518"
"4976","W-27","P-50","1543962592332"
"4977","W-28","P-93","1544011497127"
"4978","W-29","P-93","1543953883430"
"4979","W-30","P-92","1544001110809"
"4980","W-31","P-42","1543967349449"
"4981","W-32","P-92","1543957442848"
"4982","W-33","P-58","1544012498810"
"4983","W-34","P-72","1543948879787"
"4984","W-35","P-16","1543940966213"
"4985","W-36","P-36","1543944755520"
"4986","W-37","P-9","1544018847963"
"4987","W-38","P-39","1544026370624"
"4988","W-39","P-45","1543954102303"
"4989","W-40","P-12","1544002691816"
"4990","W-41","P-100","1543962728032"
"4991","W-42","P-2","1543951970431"
"4992","W-43","P-83","1543992258649"
"4993","W-44","P-83","1543966964379"
"4994","W-45","P-17","1543974562539"
"4995","W-46","P-41","1543991383480"
"4996","W-47","P-17","1543964677247"
"4997","W-48","P-94","1543976281687"
"4998","W-49","P-100","1543977992429"
"4999","W-50","P-64","1543945721138"
"5000","W-1","P-52","1543993282096"
"5001","W-2","P-7","1543973911982"
"5002","W-3","P-16","1544012666725"
"5003","W-4","P-53","1543990119558"
"5004","W-5","P-55","1543966152794"
"5005","W-6","P-100","1544021359148"
"5006","W-7","P-2","1544018457171"
"5007","W-8","P-96","1543968426420"
"5008","W-9","P-69","1544022749446"
"5009","W-10","P-66","1543991006231"
"5010","W-11","P-68","1544025435563"
"5011","W-12","P-75","1543976201493"
"5012","W-13","P-60","1544001128917"
"5013","W-14","P-30","1543991918980"
"5014","W-15","P-84","1543991972662"
"5015","W-16","P-80","1543977181948"
"5016","W-17","P-35","1543945021352"
"5017","W-18","P-58","1544016493588"
"5018","W-19","P-97","1543995673340"
"5019","W-20","P-65","1543941366941"
"5020","W-21","P-35","1544000556253"
"5021","W-22","P-61","1544017316878"
"5022","W-23","P-52","1543953578753"
"5023","W-24","P-96","1543948080525"
"5024","W-25","P-33","1543951456953"
"5025","W-26","P-78","1543958783325"
"5026","W-27","P-87","1543979137922"
"5027","W-28","P-45","1543992854912"
"5028","W-29","P-75","1544003060142"
"5029","W-30","P-97","1543989904807"
"5030","W-31","P-18","1543970233473"
"5031","W-32","P-29","1544009776434"
"5032","W-33","P-85","1543984166649"
"5033","W-34","P-15","1544014891557"
"5034","W-35","P-1","1544025200271"
"5035","W-36","P-30","1544002264310"
"5036","W-37","P-83","1543994804280"
"5037","W-38","P-21","1543942911278"
"5038","W-39","P-37","1543997867527"
"5039","W-40","P-89","1543995624603"
"5040","W-41","P-2","1544013209297"
"5041","W-42","P-99","1543945301014"
"5042","W-43","P-15","1544007681404"
"5043","W-44","P-10","1544005601656"
"5044","W-45","P-71","1543944150476"
"5045","W-46","P-54","1543985595286"
"5046","W-47","P-98","1544018267536"
"5047","W-48","P-35","1543966186657"
"5048","W-49","P-86","1544000093842"
"5049","W-50","P-86","1544002567734"
"5050","W-1","P-79","1544012515030"
"5051","W-2","P-78","1543982136540"
"5052","W-3","P-28","1543960346304"
"5053","W-4","P-67","1543965292383"
"5054","W-5","P-30","1544023514127"
"5055","W-6","P-96","1544025283059"
"5056","W-7","P-96","1543985599832"
"5057","W-8","P-100","1544018666814"
"5058","W-9","P-59","1544021818750"
"5059","W-10","P-32","1543987062689"
"5060","W-11","P-31","1543963610402"
"5061","W-12","P-46","1543995524742"
"5062","W-13","P-11","1543962124888"
"5063","W-14","P-10","1543992376059"
"5064","W-15","P-40","1543950697320"
"5065","W-16","P-28","1543995914700"
"5066","W-17","P-80","1543986138185"
"5067","W-18","P-12","1544007836411"
"5068","W-19","P-30","1544014098157"
"5069","W-20","P-23","1543993905167"
"5070","W-21","P-51","1544015565901"
"5071","W-22","P-58","1544019584518"
"5072","W-23","P-37","1543948869810"
"5073","W-24","P-28","1544004097762"
"5074","W-25","P-49","1543945199609"
"5075","W-26","P-6","1544014826791"
"5076","W-27","P-20","1544006568968"
"5077","W-28","P-64","1543999513861"
"5078","W-29","P-11","1543968351848"
"5079","W-30","P-91","1543969234638"
"5080","W-31","P-50","1543980235642"
"5081","W-32","P-54","1544021760912"
"5082","W-33","P-97","1543948108330"
"5083","W-34","P-41","1543944741023"
"5084","W-35","P-28","1543964021583"
"5085","W-36","P-30","1543950011910"
"5086","W-37","P-61","1543950781549"
"5087","W-38","P-80","1543943168736"
"5088","W-39","P-72","1543965739411"
"5089","W-40","P-9","1543960114836"
"5090","W-41","P-84","1544006649506"
"5091","W-42","P-26","1543999013687"
"5092","W-43","P-47","1543977496998"
"5093","W-44","P-16","1543995149858"
"5094","W-45","P-28","1543989240650"
"5095","W-46","P-71","1543985753301"
"5096","W-47","P-73","1544018148088"
"5097","W-48","P-95","1544017654442"
"5098","W-49","P-31","1543982900783"
"5099","W-50","P-40","1544022609710"
"5100","W-1","P-74","1543995669805"
"5101","W-2","P-46","1543971175805"
"5102","W-3","P-33","1543982359242"
"5103","W-4","P-40","1543970027951"
"5104","W-5","P-18","1544013701815"
"5105","W-6","P-72","1543963449498"
"5106","W-7","P-34","1543985206744"
"5107","W-8","P-85","1544006490825"
"5108","W-9","P-10","1543996042250"
"5109","W-10","P-6","1543944115881"
"5110","W-11","P-95","1543981298403"
"5111","W-12","P-60","1543955734265"
"5112","W-13","P-99","1543997835295"
"5113","W-14","P-41","1544014999474"
"5114","W-15","P-41","1544000677560"
"5115","W-16","P-98","1544007981651"
"5116","W-17","P-81","1543968630883"
"5117","W-18","P-86","1544020480286"
"5118","W-19","P-22","1543966689052"
"5119","W-20","P-85","1543950975739"
"5120","W-21","P-24","1543974794983"
"5121","W-22","P-46","1544016791169"
"5122","W-23","P-57","1544011689957"
"5123","W-24","P-43","1543942459191"
"5124","W-25","P-14","1544016799639"
"5125","W-26","P-43","1543969616287"
"5126","W-27","P-48","1544004527930"
"5127","W-28","P-2","1544012200149"
"5128","W-29","P-84","1543963805304"
"5129","W-30","P-21","1544005537215"
"5130","W-31","P-91","1543998316953"
"5131","W-32","P-37","1543986836270"
"5132","W-33","P-6","1543962205048"
"5133","W-34","P-72","1543993669558"
"5134","W-35","P-21","1544000375933"
"5135","W-36","P-3","1543966843053"
"5136","W-37","P-51","1543980741928"
"5137","W-38","P-37","1543962303158"
"5138","W-39","P-2","1543950509303"
"5139","W-40","P-86","1544000321531"
"5140","W-41","P-58","1544020963826"
"5141","W-42","P-99","1544018824870"
"5142","W-43","P-22","1544016209583"
"5143","W-44","P-5","1544024379346"
"5144","W-45","P-93","1544004967027"
"5145","W-46","P-70","1543947442692"
"5146","W-47","P-67","1543987939283"
"5147","W-48","P-36","1544023056655"
"5148","W-49","P-16","1543977351284"
"5149","W-50","P-25","1544017790279"
"5150","W-1","P-11","1543962992968"
"5151","W-2","P-75","1543969077104"
"5152","W-3","P-39","1544010739049"
"5153","W-4","P-95","1544006890946"
"5154","W-5","P-52","1543942017989"
"5155","W-6","P-76","1543950842555"
"5156","W-7","P-31","1544022241938"
"5157","W-8","P-33","1543958363611"
"5158","W-9","P-50","1543990052782"
"5159","W-10","P-19","1543989326820"
"5160","W-11","P-45","1543944882658"
"5161","W-12","P-66","1543978949683"
"5162","W-13","P-7","1543950021943"
"5163","W-14","P-13","1544015315672"
"5164","W-15","P-35","1543991058598"
"5165","W-16","P-75","1543967656204"
"5166","W-17","P-5","1544013335484"
"5167","W-18","P-23","1544006925795"
"5168","W-19","P-8","1543959397901"
"5169","W-20","P-17","1544018787479"
"5170","W-21","P-1","1543944985366"
"5171","W-22","P-71","1543978357405"
"5172","W-23","P-91","1544006111159"
"5173","W-24","P-42","1543987829177"
"5174","W-25","P-6","1544024533519"
"5175","W-26","P-76","1543988492746"
"5176","W-27","P-99","1543992051798"
"5177","W-28","P-50","1544017436167"
"5178","W-29","P-91","1543948231984"
"5179","W-30","P-26","1544019606306"
"5180","W-31","P-68","1543985358375"
"5181","W-32","P-65","1543962750756"
"5182","W-33","P-52","1543942000673"
"5183","W-34","P-25","1544020994811"
"5184","W-35","P-82","1543980331295"
"5185","W-36","P-74","1543999890870"
"5186","W-37","P-53","1544023330389"
"5187","W-38","P-2","1543972009963"
"5188","W-39","P-26","1544017688583"
"5189","W-40","P-75","1544019020419"
"5190","W-41","P-54","1544014187232"
"5191","W-42","P-31","1543950233965"
"5192","W-43","P-63","1543968356632"
"5193","W-44","P-85","1543998550711"
"5194","W-45","P-81","1543952831467"
"5195","W-46","P-68","1544003506549"
"5196","W-47","P-62","1543949486384"
"5197","W-48","P-95","1543952564402"
"5198","W-49","P-46","1543974182117"
"5199","W-50","P-29","1543967617114"
"5200","W-1","P-32","1544013678088"
"5201","W-2","P-18","1543977674765"
"5202","W-3","P-47","1543994165478"
"5203","W-4","P-37","1543948200372"
"5204","W-5","P-35","1543977306634"
"5205","W-6","P-72","1543964523657"
"5206","W-7","P-50","1544023849905"
"5207","W-8","P-60","1543959163728"
"5208","W-9","P-60","1543981448812"
"5209","W-10","P-43","1543982304051"
"5210","W-11","P-13","1543961151340"
"5211","W-12","P-58","1544014187949"
"5212","W-13","P-67","1543957171206"
"5213","W-14","P-15","1543962282108"
"5214","W-15","P-4","1543958768173"
"5215","W-16","P-27","1543946251360"
"5216","W-17","P-84","1543981146396"
"5217","W-18","P-88","1543982307666"
"5218","W-19","P-70","1544000796725"
"5219","W-20","P-67","1543944680683"
"5220","W-21","P-23","1543944965493"
"5221","W-22","P-16","1544017476151"
"5222","W-23","P-68","1543951732260"
"5223","W-24","P-64","1544023614222"
"5224","W-25","P-6","1543966992356"
"5225","W-26","P-23","1544003763987"
"5226","W-27","P-4","1544006110819"
"5227","W-28","P-10","1543998167367"
"5228","W-29","P-9","1544024243417"
"5229","W-30","P-64","1544001313672"
"5230","W-31","P-93","1543966752084"
"5231","W-32","P-58","1543967139464"
"5232","W-33","P-42","1543973688935"
"5233","W-34","P-90","1543987166928"
"5234","W-35","P-99","1543981735421"
"5235","W-36","P-48","1543958671539"
"5236","W-37","P-84","1544010103807"
"5237","W-38","P-28","1543976450973"
"5238","W-39","P-79","1543995006096"
"5239","W-40","P-65","1544008408811"
"5240","W-41","P-40","1543999273931"
"5241","W-42","P-20","1543965409960"
"5242","W-43","P-32","1543941054730"
"5243","W-44","P-92","1544010197340"
"5244","W-45","P-33","1544005882970"
"5245","W-46","P-17","1544023535516"
"5246","W-47","P-4","1544022040445"
"5247","W-48","P-19","1543993538942"
"5248","W-49","P-40","1544015422364"
"5249","W-50","P-32","1544001379268"
"5250","W-1","P-48","1543947193686"
"5251","W-2","P-16","1543989272628"
"5252","W-3","P-74","1543945712895"
"5253","W-4","P-34","1543966671961"
"5254","W-5","P-46","1543964197638"
"5255","W-6","P-19","1543970810323"
"5256","W-7","P-96","1544011736852"
"5257","W-8","P-58","1543966571120"
"5258","W-9","P-41","1543968354253"
"5259","W-10","P-30","1543975167376"
"5260","W-11","P-70","1544015352317"
"5261","W-12","P-25","1544015125895"
"5262","W-13","P-16","1544018224260"
"5263","W-14","P-80","1543940870320"
"5264","W-15","P-8","1543973088269"
"5265","W-16","P-21","1544020020795"
"5266","W-17","P-1","1543949480513"
"5267","W-18","P-85","1543963836093"
"5268","W-19","P-80","1543989755548"
"5269","W-20","P-26","1543942819334"
"5270","W-21","P-32","1544015468856"
"5271","W-22","P-6","1543965505378"
"5272","W-23","P-2","1543946750464"
"5273","W-24","P-55","1543971092505"
"5274","W-25","P-1","1543973126845"
"5275","W-26","P-23","1544015436871"
"5276","W-27","P-31","1544012830523"
"5277","W-28","P-30","1543971667612"
"5278","W-29","P-98","1543999944713"
"5279","W-30","P-78","1543959237559"
"5280","W-31","P-51","1543997246759"
"5281","W-32","P-5","1543959465557"
"5282","W-33","P-31","1544010598522"
"5283","W-34","P-71","1543986453218"
"5284","W-35","P-79","1543980831109"
"5285","W-36","P-35","1543985732398"
"5286","W-37","P-43","1543969439573"
"5287","W-38","P-53","1544015265639"
"5288","W-39","P-71","1543983207943"
"5289","W-40","P-21","1543969816139"
"5290","W-41","P-62","1543999364994"
"5291","W-42","P-49","1544007326588"
"5292","W-43","P-89","1543987167105"
"5293","W-44","P-45","1544019361860"
"5294","W-45","P-51","1543961834843"
"5295","W-46","P-22","1543955982153"
"5296","W-47","P-94","1543943781153"
"5297","W-48","P-63","1543992998065"
"5298","W-49","P-32","1544001155519"
"5299","W-50","P-26","1543964038113"
"5300","W-1","P-87","1544003465997"
"5301","W-2","P-50","1543981669787"
"5302","W-3","P-16","1544012620092"
"5303","W-4","P-26","1543983719457"
"5304","W-5","P-10","1544013802724"
"5305","W-6","P-54","1543982948149"
"5306","W-7","P-45","1543940934594"
"5307","W-8","P-59","1544008933192"
"5308","W-9","P-100","1543965070166"
"5309","W-10","P-77","1543977584074"
"5310","W-11","P-58","1543966300070"
"5311","W-12","P-59","1543987218514"
"5312","W-13","P-67","1543973983860"
"5313","W-14","P-56","1544018137595"
"5314","W-15","P-40","1544014070675"
"5315","W-16","P-4","1543972244216"
"5316","W-17","P-90","1544026001374"
"5317","W-18","P-100","1543995417808"
"5318","W-19","P-60","1544007820469"
"5319","W-20","P-66","1543997952463"
"5320","W-21","P-80","1543998226157"
"5321","W-22","P-62","1544020707592"
"5322","W-23","P-96","1543973071825"
"5323","W-24","P-37","1543951225808"
"5324","W-25","P-89","1543966248681"
"5325","W-26","P-84","1543998232451"
"5326","W-27","P-7","1544016906141"
"5327","W-28","P-46","1543968869778"
"5328","W-29","P-37","1544017072891"
"5329","W-30","P-12","1543997422604"
"5330","W-31","P-17","1543961230811"
"5331","W-32","P-63","1543985666657"
"5332","W-33","P-24","1544024512591"
"5333","W-34","P-55","1543982776917"
"5334","W-35","P-39","1544009373538"
"5335","W-36","P-85","1543951739079"
"5336","W-37","P-82","1543948916323"
"5337","W-38","P-76","1543990295974"
"5338","W-39","P-7","1544000633883"
"5339","W-40","P-70","1543970098810"
"5340","W-41","P-71","1543958146485"
"5341","W-42","P-55","1544015661656"
"5342","W-43","P-31","1543952780582"
"5343","W-44","P-89","1544019362920"
"5344","W-45","P-95","1543960326027"
"5345","W-46","P-89","1543963164925"
"5346","W-47","P-87","1543992867654"
"5347","W-48","P-42","1543958002245"
"5348","W-49","P-6","1544005496890"
"5349","W-50","P-84","1543947975973"
"5350","W-1","P-73","1544019432267"
"5351","W-2","P-54","1543996717207"
"5352","W-3","P-32","1543962582183"
"5353","W-4","P-17","1543952519765"
"5354","W-5","P-97","1544013399827"
"5355","W-6","P-64","1543964705799"
"5356","W-7","P-67","1543958925367"
"5357","W-8","P-39","1543995235261"
"5358","W-9","P-93","1544003234786"
"5359","W-10","P-93","1544018884165"
"5360","W-11","P-69","1544009068143"
"5361","W-12","P-15","1544008840675"
"5362","W-13","P-45","1544016592968"
"5363","W-14","P-27","1544000799988"
"5364","W-15","P-17","1544017938375"
"5365","W-16","P-37","1544000426763"
"5366","W-17","P-90","1544015294112"
"5367","W-18","P-32","1544014792510"
"5368","W-19","P-48","1543964903979"
"5369","W-20","P-41","1543981578660"
"5370","W-21","P-2","1543946077334"
"5371","W-22","P-46","1544010908763"
"5372","W-23","P-17","1543998663670"
"5373","W-24","P-66","1543989348825"
"5374","W-25","P-85","1543986101795"
"5375","W-26","P-25","1543993768351"
"5376","W-27","P-37","1544005452386"
"5377","W-28","P-64","1543950291024"
"5378","W-29","P-74","1544010667501"
"5379","W-30","P-2","1543999360975"
"5380","W-31","P-83","1544011482511"
"5381","W-32","P-60","1543987950518"
"5382","W-33","P-43","1544018095176"
"5383","W-34","P-69","1544002916651"
"5384","W-35","P-36","1543971187798"
"5385","W-36","P-86","1543972850678"
